"item_id","rating","evidence_mean","intuition_mean","EMI_score","decade_group","n","text","party","bin","starting_year","class"
389,0.5,3.3,2.8,0.02296707,4,10,"at the last session of the legislature. This law is now being tested in the Supreme Court. asd I have no hesitation in saying that its constitutionality will be upheld. There are prospects of further State legislation. It is the judgment of all dairying and farm organizations represented in Washington that with tie State legislation and the enactment of this bill ito law we shall have :a remedy which will effectually outlaw lilled milk. [NOvE.-The bill passed the House on May 25. 1922. by a vote of 250 to 40.1","Republican","(-0.503, 1.647]",1921,1
390,2,3.6666666666666665,1.6666666666666667,0.4073015,4,6,"and foreign buying power. Any form of legislation or plan that tends toward a stimulation of production of any particular -commodity for export will result In even further ill balance to oar agricultural and. therefore. continued subjection of American farmers to competition with production based on lower standards lof living abroad. Therenust. therefore. be established a balanced American agriculture by which production is kept in step with the demand of domestic markets and with .only such foreign markets as may be. profitable. The conference is convinced that this can be done without disproportionate charge upon the American consuner and without the necessity of dislocating the present adjustment Involved between the wage scale of the country and the cost of living. Cooperativeinarketing legislation was asked for. Amendmeats to the agricultural credits act were suggested. Au early revision of the freightrate structure by the Interstate Commerce Commission was thought advisable. It was","Republican","(-0.503, 1.647]",1925,1
391,0.5,3,2.5,0.4197479999999999,4,10,"There is a penalty. is there not:. for marketing a grain in violation of the grade fixed?","Republican","(-0.503, 1.647]",1919,1
392,-1.2,2.4,3.6,2.1777713,4,5,"A rule could not be made so as to make it possible of practicable application.","Republican","(1.647, 3.797]",1921,0
393,-2.25,1.625,3.875,1.6164389,4,8,"The time has been so brief that I have only been able to study what we have been doing in this country.","Republican","(1.647, 3.797]",1921,0
394,0,2.5714285714285716,2.5714285714285716,1.6879855,4,7,"No. it is only according to the length of their service.","Republican","(1.647, 3.797]",1925,0
395,-1,2,3,0.8136595,4,13,"The bill that is presented now is based upon the theory-","Republican","(1.647, 3.797]",1921,0
396,0.1111111111111111,2.6666666666666665,2.5555555555555554,2.9154334,4,9,"Or are they based upon the expert Irrigation engineers of the Department of Agriculture?","Republican","(1.647, 3.797]",1923,1
397,-0.9,1.8,2.7,-0.6146374,5,10,"Does the gentleman assume they are marrying a Caucasian or an oriental?","Republican","(-4.953, -2.778]",1933,0
398,-2,1.1428571428571428,3.142857142857143,-2.2059729999999997,5,7,"Then. I hope that no one will feel that we are discourteous on this side if there are no more unanimousconsent speeches made.","Republican","(-4.953, -2.778]",1935,0
399,-1.8333333333333333,2.1666666666666665,4,-2.6662482999999995,5,6,"I say to you I never before heard such timidity proclaimed for the Democratic Party.","Republican","(-4.953, -2.778]",1931,0
400,-2.2222222222222223,1.6666666666666667,3.888888888888889,-1.7673566000000005,5,9,"There will be plenty of them who will not tremble. Do not worry about that.","Republican","(-4.953, -2.778]",1935,0
401,0.2,2.4,2.2,-1.9603456999999995,5,5,"I say he would have been defeated if he had voted against the debenture. but he voted for it. The Senator has forgotten that.","Republican","(-4.953, -2.778]",1929,1
402,-0.2222222222222222,2.888888888888889,3.111111111111111,-2.1783132999999997,5,9,"days gone by. determined so that there was no question about how our Democratic brethren stood. and. I may add in fairness. no question about how our Republican brethren stood. apparently. upon the other side. So I speak not from a partisan standpoint at all. but I speak as one who. with a sacred principle at stake. has at least pursued his own weary way. in his own particular fashion. on every occasion when that principle has come before our people. or come before this body. In 1922 the then leader of the Democratic Party. Mr. Underwood. in speaking to those who were likely to vote in favor of the flexible provisions of the tariff. said: It is a plea of guilty to the charge of incompetency whenever the Congress of the United States passes a measure delegating its constitutional powers to the executive branch of the Government. as it","Republican","(-2.778, -0.612]",1933,0
403,-1.5714285714285714,2,3.5714285714285716,-1.1442025,5,7,"Mr. President. if the question is put directly to me I answer by Inquiring. does the Senator believe. for example. in placing a tariff on longstaple cotton? I think such a tariff will directly benefit those engaged in the cultivation of that type of cotton. and I do not think it will impose an unjust or any burden upon anybody in the United States. Does the Senator favor that or not?","Republican","(-2.778, -0.612]",1929,0
404,-1.8,2,3.8,-1.2548231,5,5,"I very fully entertain that view. To detain Senators for just a moment longer. I do not regard this bill as a step in the direction of competitive building or running a race. While I am not indifferent to other countries. I am only and forever thinking of my own. When I allude to the wide Pacific. when I call attention to Alaska. when I mention the Philippines. when I point to Samoa or the Panama Canal. or turn my eyes to look eastward across the Atlantic. all the while I am thinking of my country and what may happen to my country. I am not saying that any one of the nations in the directions suggested now contemplates attacking our country or its rights. But I am thinking of my country. and I want a capable. uptodate. adequate navy. presumably and I hope in fact fully able to protect","Republican","(-2.778, -0.612]",1929,0
405,-1.8,1.9,3.7,-2.6285641,5,10,"""Bonus for big Democrats."" too. you might just as well say.","Republican","(-2.778, -0.612]",1931,0
